JV,polygon,full_name,species,species_code,Resident,breeding_prop_pop,nbreeding_prop_pop,postbreedingm_prop_pop,prebreedingm_prop_pop
RGJV,50,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,0.0001158,0.0042045,0.0013853,0.0015311
RGJV,51,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,3.00E-07,0.0004709,0.0001226,0.0001527
RGJV,52,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,3.40E-06,0.0002223,4.22E-05,5.99E-05
RGJV,53,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,3.22E-05,0.001491,0.0002885,0.000421
RGJV,54,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,6.82E-05,0.0014639,0.0001328,0.0003813
RGJV,55,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,4.40E-06,0.0014269,0.000112,0.0004066
RGJV,56,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,6.00E-07,0.0002226,3.75E-05,6.72E-05
RGJV,57,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,0.0001665,0.0012548,0.0005445,0.0003148
RGJV,58,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,0.0007197,0.002686,0.0007053,0.0012695
RGJV,59,RGJV_GPCAs.shp,Western Meadowlark,wesmea,FALSE,0.0002822,0.0005474,0,0.0007021
RGJV,43,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0006682,0,0.0008141,0.0007887
RGJV,44,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0050467,0,0.0077539,0.0056997
RGJV,45,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.000982,0,0.0011417,0.0012807
RGJV,46,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0015985,0,0.0041802,0.0019399
RGJV,47,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0009375,4.19E-05,0.0033549,0.0010467
RGJV,48,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0041898,0,0.0082514,0.0048302
RGJV,49,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0009814,0,0.0010135,0.0009831
RGJV,50,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0055603,0,0.008651,0.0064021
RGJV,51,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.000186,0,0.0002655,0.0003145
RGJV,52,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0002146,0,0.0003406,0.0002428
RGJV,53,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0013779,0,0.0019313,0.0015438
RGJV,54,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0009282,0,0.0025561,0.0012929
RGJV,55,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0.0004902,0,0.0008712,0.0011807
RGJV,56,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,7.52E-05,0,7.42E-05,0.000109
RGJV,57,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,3.13E-05,0,0.0005558,0.0002497
RGJV,58,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,2.00E-07,0,1.10E-06,1.20E-06
RGJV,59,RGJV_GPCAs.shp,Western Kingbird,weskin,FALSE,0,4.90E-06,6.10E-05,2.02E-05
RGJV,43,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,5.23E-05,2.60E-05
RGJV,44,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,5.80E-06,0,0.001106,0.0006654
RGJV,45,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,0.0001762,8.83E-05
RGJV,46,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,6.49E-05,0,0.0007006,0.0004129
RGJV,47,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,3.63E-05,0,0.0009121,0.0005861
RGJV,48,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,2.86E-05,0,0.0011485,0.000752
RGJV,49,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,9.97E-05,4.86E-05
RGJV,50,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0.0001003,0,0.0016035,0.0011063
RGJV,51,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,4.97E-05,7.05E-05
RGJV,52,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,5.86E-05,5.48E-05
RGJV,53,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,0.000184,0.0001876
RGJV,54,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,4.01E-05,1.00E-06,0.0006022,0.0006518
RGJV,55,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,2.82E-05,4.12E-05
RGJV,56,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,4.90E-06,8.80E-06
RGJV,57,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,1.46E-05,1.90E-06,0.0002011,0.0004103
RGJV,58,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0,4.91E-05,0.0002003
RGJV,59,RGJV_GPCAs.shp,Warbling Vireo,warvir,FALSE,0,0.0004286,0.0002244,0.0007279
RGJV,43,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,3.50E-06,1.41E-05,3.80E-06
RGJV,44,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,2.27E-05,0.0004522,0.0009494,0.0002068
RGJV,45,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,3.30E-06,1.21E-05,3.10E-06
RGJV,46,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,6.16E-05,0.002111,0.0013135,0.000941
RGJV,47,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,3.86E-05,0.0007832,0.0004592,0.000546
RGJV,48,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,0.0011487,0.0019394,0.000267
RGJV,49,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,8.90E-06,5.68E-05,5.30E-06
RGJV,50,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,0.0001424,0.0004355,3.30E-05
RGJV,53,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,2.50E-06,4.40E-06,0
RGJV,54,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,9.30E-06,0,0
RGJV,56,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,1.69E-05,0,0
RGJV,59,RGJV_GPCAs.shp,Virginia Rail,virrai,FALSE,0,8.21E-05,0,0
RGJV,43,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,3.00E-07,0.0004686,0.000542,0.0006855
RGJV,44,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0118648,0.005675,0.0095722
RGJV,45,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0010237,0.0008423,0.0011113
RGJV,46,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0080706,0.0024621,0.0056925
RGJV,47,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0098671,0.0030133,0.0064852
RGJV,48,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0179193,0.0058705,0.0111505
RGJV,49,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0037031,0.001526,0.0020174
RGJV,50,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0262472,0.0089829,0.0153279
RGJV,51,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0034039,0.0008511,0.0019078
RGJV,52,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0019092,0.0005777,0.0009783
RGJV,53,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0109987,0.0030137,0.005029
RGJV,54,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0164232,0.0048552,0.0059396
RGJV,55,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0066469,0.0021954,0.0036452
RGJV,56,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0006429,0.0002436,0.0004069
RGJV,57,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0199597,0.0066947,0.0059802
RGJV,58,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0150551,0.003553,0.0069075
RGJV,59,RGJV_GPCAs.shp,Vesper Sparrow,vesspa,FALSE,0,0.0340417,0.0158433,0.0129294
RGJV,43,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,8.02E-05,0,7.30E-06,3.55E-05
RGJV,44,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0029709,6.00E-07,0.0005637,0.0018615
RGJV,45,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0002226,0,3.82E-05,0.0001148
RGJV,46,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0025849,2.45E-05,0.0007075,0.0015551
RGJV,47,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0035617,2.16E-05,0.0009309,0.0022898
RGJV,48,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0041057,8.40E-06,0.0010139,0.002558
RGJV,49,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0008949,4.30E-06,0.0004299,0.0004161
RGJV,50,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0051578,0.0001938,0.0018782,0.0027521
RGJV,51,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0007568,0.0001024,0.000564,0.0004451
RGJV,52,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0006462,5.21E-05,0.0003464,0.0003659
RGJV,53,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0028383,0.0004869,0.0016948,0.0015775
RGJV,54,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0041848,0.0008002,0.0020964,0.0024616
RGJV,55,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0019315,0.0011867,0.0019589,0.0005177
RGJV,56,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0002389,0.000208,0.0002912,0.0001289
RGJV,57,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0038004,0.0018238,0.0028005,0.0024957
RGJV,58,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0064473,0.0069508,0.0076567,0.0063692
RGJV,59,RGJV_GPCAs.shp,Vermilion Flycatcher,verfly,FALSE,0.0139746,0.0121844,0.0134213,0.0101135
RGJV,43,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0003108,0.0003108,0.0003108,0.0003108
RGJV,44,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0047659,0.0047659,0.0047659,0.0047659
RGJV,45,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0006655,0.0006655,0.0006655,0.0006655
RGJV,46,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0026314,0.0026314,0.0026314,0.0026314
RGJV,47,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0031509,0.0031509,0.0031509,0.0031509
RGJV,48,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0041994,0.0041994,0.0041994,0.0041994
RGJV,49,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0005877,0.0005877,0.0005877,0.0005877
RGJV,50,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0064795,0.0064795,0.0064795,0.0064795
RGJV,51,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0015374,0.0015374,0.0015374,0.0015374
RGJV,52,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0006838,0.0006838,0.0006838,0.0006838
RGJV,53,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0033167,0.0033167,0.0033167,0.0033167
RGJV,54,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0042195,0.0042195,0.0042195,0.0042195
RGJV,55,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0034049,0.0034049,0.0034049,0.0034049
RGJV,56,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0007285,0.0007285,0.0007285,0.0007285
RGJV,57,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0033574,0.0033574,0.0033574,0.0033574
RGJV,58,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0057812,0.0057812,0.0057812,0.0057812
RGJV,59,RGJV_GPCAs.shp,Verdin,verdin,TRUE,0.0087578,0.0087578,0.0087578,0.0087578
RGJV,44,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,0.0001028
RGJV,45,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,6.90E-06
RGJV,46,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,0.0001681
RGJV,47,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,0.0001941
RGJV,48,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,0.0004616
RGJV,49,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,7.78E-05
RGJV,50,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,8.00E-07,NA,0.0023426
RGJV,51,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0,NA,0.0019179
RGJV,52,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,4.00E-07,NA,0.0004753
RGJV,53,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,5.20E-06,NA,0.0017263
RGJV,54,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,2.40E-05,NA,0.0038329
RGJV,55,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,3.40E-06,NA,0.000477
RGJV,56,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,9.00E-07,NA,0.0003735
RGJV,57,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0.0008215,NA,0.0036677
RGJV,58,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0.0006298,NA,0.0010394
RGJV,59,RGJV_GPCAs.shp,Varied Bunting,varbun,FALSE,NA,0.0030515,NA,0.0034209
RGJV,43,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,2.30E-06,0
RGJV,44,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,8.70E-06,0
RGJV,45,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,3.39E-05,0
RGJV,46,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,3.40E-06,0
RGJV,47,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,1.00E-07,0
RGJV,48,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0001362,0
RGJV,49,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.000373,0
RGJV,50,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0008057,0
RGJV,51,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0001809,0
RGJV,52,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,6.37E-05,0
RGJV,53,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0005545,0
RGJV,54,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0003492,0
RGJV,55,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0010631,0
RGJV,56,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0001485,0
RGJV,57,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0007187,0
RGJV,58,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.0005241,0
RGJV,59,RGJV_GPCAs.shp,Upland Sandpiper,uplsan,FALSE,0,0,0.005773,0
RGJV,43,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0001056,0,4.47E-05,1.55E-05
RGJV,44,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0014539,6.00E-07,0.0006447,0.000253
RGJV,45,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0002906,0,0.0001008,5.33E-05
RGJV,46,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0007252,2.00E-07,0.0003302,0.0001394
RGJV,47,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0007986,1.80E-06,0.0003464,0.000174
RGJV,48,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0017591,5.21E-05,0.0008567,0.0004023
RGJV,49,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0004953,2.00E-07,0.0002421,0.0001839
RGJV,50,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0037664,0.0002058,0.0016977,0.0011974
RGJV,51,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0009903,4.24E-05,0.0005011,0.0005613
RGJV,52,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0003577,6.80E-06,0.0001627,0.0001657
RGJV,53,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0014615,0.0001257,0.0007675,0.0007173
RGJV,54,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0022452,0.0006415,0.0011797,0.0012712
RGJV,55,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0012378,0.0006446,0.0009386,0.0008872
RGJV,56,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0002273,9.34E-05,0.0001707,0.0001743
RGJV,57,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.001612,0.001136,0.0010845,0.0013076
RGJV,58,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0020001,0.0024699,0.0022263,0.0023299
RGJV,59,RGJV_GPCAs.shp,Turkey Vulture,turvul,FALSE,0.0023828,0.0038465,0.002342,0.0031119
RGJV,47,RGJV_GPCAs.shp,Tropical Parula,tropar,FALSE,2.00E-06,0,3.00E-07,0
RGJV,51,RGJV_GPCAs.shp,Tropical Parula,tropar,FALSE,3.00E-07,0,0,0
RGJV,58,RGJV_GPCAs.shp,Tropical Parula,tropar,FALSE,1.70E-06,0,0,1.90E-06
RGJV,59,RGJV_GPCAs.shp,Tropical Parula,tropar,FALSE,1.10E-06,0,2.40E-06,0
RGJV,47,RGJV_GPCAs.shp,Tropical Kingbird,trokin,FALSE,4.90E-06,0,4.00E-07,5.00E-07
RGJV,55,RGJV_GPCAs.shp,Tropical Kingbird,trokin,FALSE,1.00E-07,0,0,0
RGJV,58,RGJV_GPCAs.shp,Tropical Kingbird,trokin,FALSE,2.00E-07,0,1.00E-07,3.00E-07
RGJV,59,RGJV_GPCAs.shp,Tropical Kingbird,trokin,FALSE,4.60E-06,0,0,2.00E-06
RGJV,59,RGJV_GPCAs.shp,Tricolored Heron,triher,FALSE,0,0,2.23E-05,0
RGJV,43,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,8.30E-06,3.20E-06
RGJV,44,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,6.00E-07,0,0.0012524,0.0001175
RGJV,45,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,6.30E-06,0
RGJV,46,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,8.00E-07,7.70E-06,0.0038276,0.0001618
RGJV,47,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,4.00E-07,2.00E-07,0.0002578,8.43E-05
RGJV,48,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,1.00E-06,0.003134,0.0002592
RGJV,49,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,1.81E-05,2.20E-06
RGJV,50,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,1.10E-06,0.0004914,0.0002702
RGJV,51,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,2.20E-06,1.20E-06
RGJV,52,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,2.90E-06,5.10E-06
RGJV,53,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,5.04E-05,9.44E-05
RGJV,54,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,8.70E-06,5.62E-05,0.0001797
RGJV,55,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,1.69E-05,2.76E-05,2.35E-05
RGJV,56,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0,1.00E-06,3.00E-07
RGJV,57,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0.0001276,3.69E-05,0.0002092
RGJV,58,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,3.17E-05,9.60E-06,5.60E-06
RGJV,59,RGJV_GPCAs.shp,Tree Swallow,treswa,FALSE,0,0.0047818,0.0003187,0.000776
RGJV,43,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,0,0
RGJV,44,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,2.10E-05,7.80E-06
RGJV,45,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,3.00E-07,0
RGJV,46,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,3.90E-05,2.10E-05
RGJV,47,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,4.69E-05,4.60E-05
RGJV,48,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,2.41E-05,8.20E-06
RGJV,49,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,0,0
RGJV,50,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,3.30E-06,1.00E-07
RGJV,51,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,0,6.00E-07
RGJV,52,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,0,0
RGJV,58,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,0,0
RGJV,59,RGJV_GPCAs.shp,Swainson's Thrush,swathr,FALSE,0,0,0,3.00E-07
RGJV,43,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,0,1.00E-07,0
RGJV,44,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,1.11E-05,1.18E-05,4.50E-06
RGJV,45,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,3.00E-07,4.00E-07,1.00E-07
RGJV,46,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,1.80E-05,1.91E-05,5.10E-06
RGJV,47,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,8.60E-06,6.60E-06,2.30E-06
RGJV,48,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,1.26E-05,1.87E-05,4.40E-06
RGJV,49,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,1.30E-06,1.70E-06,5.10E-06
RGJV,50,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,2.41E-05,1.31E-05,1.17E-05
RGJV,51,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,5.90E-06,1.50E-06,5.50E-06
RGJV,52,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,4.00E-07,2.00E-07,3.70E-06
RGJV,53,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,6.00E-06,1.90E-06,6.30E-06
RGJV,54,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,3.00E-06,7.00E-07,0
RGJV,55,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,1.50E-06,2.00E-07,3.00E-07
RGJV,56,RGJV_GPCAs.shp,Swamp Sparrow,swaspa,FALSE,0,1.63E-05,2.10E-06,1.60E-06
RGJV,43,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0009356,0,0.0001474,0.0001385
RGJV,44,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0072058,0,0.0015319,0.0011059
RGJV,45,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0009285,0,0.0001398,0.0001205
RGJV,46,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0038622,0,0.0013075,0.0005585
RGJV,47,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0022783,0,0.0004787,0.0003494
RGJV,48,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0060264,0,0.0020488,0.0009663
RGJV,49,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0014004,0,0.0003058,0.000234
RGJV,50,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0065562,0,0.0018616,0.0011988
RGJV,51,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0004108,0,0.0001653,0.0001105
RGJV,52,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0002474,0,8.17E-05,5.73E-05
RGJV,53,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0019704,0,0.0006169,0.0004511
RGJV,54,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0013555,0,0.0005322,0.0002771
RGJV,55,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0018811,0,0.0012039,0.0006695
RGJV,56,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0001957,0,0.0001663,8.09E-05
RGJV,57,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.000538,9.00E-07,0.0004215,8.78E-05
RGJV,58,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0002346,0,0.0004593,0.000312
RGJV,59,RGJV_GPCAs.shp,Swainson's Hawk,swahaw,FALSE,0.0007007,0.0001539,0.0006408,0.0001908
RGJV,44,RGJV_GPCAs.shp,Surf Scoter,sursco,FALSE,0,0,0,0
RGJV,48,RGJV_GPCAs.shp,Surf Scoter,sursco,FALSE,0,0,1.00E-07,0
RGJV,50,RGJV_GPCAs.shp,Surf Scoter,sursco,FALSE,0,0,2.00E-07,0
RGJV,43,RGJV_GPCAs.shp,Summer Tanager,sumtan,FALSE,6.87E-05,0,4.00E-06,2.51E-05
RGJV,44,RGJV_GPCAs.shp,Summer Tanager,sumtan,FALSE,0.002689,0,0.0013656,0.001288
RGJV,45,RGJV_GPCAs.shp,Summer Tanager,sumtan,FALSE,0.0002687,0,0.0001278,9.11E-05
RGJV,46,RGJV_GPCAs.shp,Summer Tanager,sumtan,FALSE,0.0018566,0,0.0010655,0.0009599
RGJV,47,RGJV_GPCAs.shp,Summer Tanager,sumtan,FALSE,0.0033242,0,0.0021632,0.0020983
RGJV,48,RGJV_GPCAs.shp,Summer Tanager,sumtan,FALSE,0.0035987,0,0.0019344,0.0018732
